discipline,year,papers,oa_rate,open_material_rate,github_rate,zenodo_rate,osf_rate,dataset_rate,preregistered_rate,preprint_rate,high_impact_rate,non_oa_open_signal_rate,open_science_any_rate,mean_open_science_score,mean_citations
neuroscience,2024,2034,0.5644051130776795,0.0029498525073746312,0.0004916420845624386,0.0014749262536873156,0.0004916420845624386,0.0004916420845624386,0.0,0.0,0.005408062930186824,0.0029498525073746312,0.5644051130776795,0.08857417443495133,2.4960668633235006
neuroscience,2025,2419,0.6064489458453907,0.06118230673832162,0.002066969822240595,0.046713517982637454,0.007027697395618024,0.005787515502273667,0.0,0.0,0.0024803637866887144,0.06118230673832162,0.6064489458453907,0.08471353767076478,1.3811492352211658
neuroscience,2026,4193,0.9017409968995945,0.7488671595516336,0.004531361793465299,0.734796088719294,0.004769854519437157,0.006439303601240162,0.0,0.0,0.00023849272597185786,0.7488671595516336,0.9017409968995945,0.14116124969640828,0.020510374433579774
stroke,2015,14165,0.3865160607130251,0.014966466643134486,0.0,0.0016237204376985527,0.0,0.013342746205435933,0.0,0.0,0.25471231909636427,0.014966466643134486,0.38658665725379454,0.014058837557500621,20.395481821390753
stroke,2016,14414,0.42250589704454006,0.022339392257527405,6.937699458859442e-05,0.001803801859303455,0.0,0.02053559039822395,0.0,0.0,0.24587206882197862,0.022339392257527405,0.42250589704454006,0.015459483184941848,19.191272374080754
stroke,2017,15817,0.42903205411898593,0.023139659859644685,0.0008851236011885946,0.003034709489789467,0.00018966934311184168,0.01978883479800215,0.0,0.0,0.22905734336473416,0.023139659859644685,0.4290952772333565,0.014879731992095555,17.925396725042674
stroke,2018,16329,0.4343193092044828,0.0120031845183416,0.0001224814746769551,0.0033682405536162655,6.124073733847755e-05,0.00851246249004838,0.0,0.0,0.20693245146671566,0.0120031845183416,0.4343805499418213,0.016458681275491212,16.18672300814502
stroke,2019,17794,0.47864448690569855,0.014780263010003371,0.0,0.004102506462852647,0.00016859615600764303,0.010509160391143081,0.0,0.0,0.2105204001348769,0.014780263010003371,0.47881308306170617,0.015696600605528684,15.22670563111161
stroke,2020,18614,0.5640915439991404,0.01563339421940475,0.00021489201676157732,0.006070699473514559,0.000161169012571183,0.009240356720747824,0.0,0.0,0.1912001719136134,0.01563339421940475,0.5641989900075213,0.015160052617741868,14.240571612764585
stroke,2021,18892,0.6252911285200085,0.023819606182511117,0.0003175947491001482,0.005716705483802668,0.00026466229091679015,0.017626508575058226,0.0,0.0,0.15641541393182298,0.023819606182511117,0.6253969934363752,0.0163444360958335,12.223957230573788
stroke,2022,18153,0.6574119980168567,0.024293505205751114,0.0006059604473089848,0.009750454470335481,0.00022034925356690353,0.013826915661323198,0.0,0.0,0.12141243871536385,0.024293505205751114,0.6575221726436402,0.0190615452743805,9.586624800308488
stroke,2023,18969,0.6810585692445569,0.022879434867415255,0.0006326111023248458,0.007222310084875323,0.00042174073488323053,0.014602772945331858,0.0,0.0,0.08635141546734146,0.022879434867415255,0.6814275923875798,0.02087632765166633,6.527123201012178
stroke,2024,16800,0.6695238095238095,0.004464285714285714,0.0005357142857142857,0.0014285714285714286,0.0004166666666666667,0.0020833333333333333,0.0,0.0,0.05589285714285714,0.004464285714285714,0.6695238095238095,0.020628966006161504,4.679583333333333
stroke,2025,15200,0.687828947368421,0.024276315789473684,0.001381578947368421,0.017105263157894738,0.000986842105263158,0.004934210526315789,0.0,0.0,0.036907894736842105,0.024276315789473684,0.6881578947368421,0.023041134856607498,1.8435526315789474
stroke,2026,13797,0.6694208885989708,0.10980647966949336,0.0018844676378922953,0.03718199608610567,0.006958034355294629,0.06436181778647532,0.0,0.0,0.062259911574980065,0.10980647966949336,0.6698557657461767,0.029886063448470872,0.06457925636007827
